모델명,카테고리,상품설명,가격,중고가격,감가율
SK매직 GRA-B322K,가스레인지,1개월 사용했습니다. 상태 최상하지만 화면 금 갔음. 충전기 없음.,174080,147968,0.15
린나이 RBR-P4400,가스레인지,6개월 사용했습니다. 사용감 있음그리고 액정 파손. 박스 및 구성품 있음.,436700,305690,0.3
린나이 RT-5102,가스레인지,거의 사용하지 않음. 상태 양호하지만 화면 금 갔음. 박스 및 구성품 있음.,250380,200304,0.2
린나이 INBS301DJ,가스레인지,1개월 사용했습니다. 상태 최상하지만 액정 파손. 박스 없음.,167350,135553,0.19
SK매직 GRAB221K,가스레인지,1년 사용했습니다. 상태 보통그리고 생활 기스 있음. 충전기 없음.,85440,67497,0.21
린나이 RBR-S3307DJ,가스레인지,2년 사용했습니다. 상태 보통그리고 생활 기스 있음. 박스 없음.,158790,111153,0.3
린나이 RBR-S3001D,가스레인지,1년 사용했습니다. 생활흔적 있음그리고 화면 금 갔음.,213600,149520,0.3
린나이 CTA22NJ,가스레인지,1개월 사용했습니다. 상태 양호하지만 배터리 효율 낮음. 박스 없음.,138600,119196,0.14
린나이 RT-1620I,가스레인지,1년 사용했습니다. 상태 최상하지만 생활 기스 있음. 충전기 없음.,189730,165065,0.13
매직쉐프 MMW-W23FDHW,가스레인지,1개월 사용했습니다. 외관 심한 흠집그리고 배터리 효율 낮음. 박스 및 구성품 있음.,119960,93568,0.22
린나이 RT-1080IJ,가스레인지,거의 사용하지 않음. 외관 심한 흠집그리고 배터리 효율 낮음. 박스 없음.,128060,93483,0.27
린나이 INCP2032WJ,가스레인지,6개월 사용했습니다. 상태 최상하지만 배터리 효율 낮음. 박스 및 구성품 있음.,143060,128754,0.1
SK매직 GRA-B3218D,가스레인지,3년 사용했습니다. 상태 양호하지만 액정 파손. 추가 액세서리 포함.,147990,76954,0.48
린나이 RT-6520I,가스레인지,거의 사용하지 않음. 사용감 있음그리고 생활 기스 있음. 박스 및 구성품 있음.,188810,160488,0.15
린나이 CPBC611DJ,가스레인지,1개월 사용했습니다. 외관 심한 흠집이며 작동 이상 없음. 박스 없음.,176080,151428,0.14
SK매직 GRA-BA301D,가스레인지,6개월 사용했습니다. 생활흔적 있음이며 작동 이상 없음.,229020,206118,0.1
린나이 RBR-PF3000,가스레인지,4년 사용했습니다. 상태 최상이며 고장 없음. 충전기 없음.,294960,182875,0.38
SK매직 뉴에코 GRA-851SR,가스레인지,1개월 사용했습니다. 상태 보통이며 작동 이상 없음.,128820,115938,0.1
린나이 RBR-S6201D,가스레인지,3년 사용했습니다. 외관 약간 흠집이며 고장 없음. 충전기 없음.,180000,113400,0.37
린나이 RBR-P3511WD,가스레인지,4년 사용했습니다. 외관 약간 흠집그리고 생활 기스 있음.,241400,123114,0.49
린나이 RBR-P2501D,가스레인지,2년 사용했습니다. 외관 심한 흠집이며 작동 이상 없음. 박스 없음.,210750,143310,0.32
SK매직 뉴에코 GRA-910SR,가스레인지,1개월 사용했습니다. 생활흔적 있음그리고 배터리 효율 낮음. 충전기 없음.,171700,137360,0.2
SK매직 GRA-F2NRH,가스레인지,5년 사용했습니다. 상태 최상이며 고장 없음. 정품 인증서 포함.,116450,65212,0.44
린나이 GTA24SJ,가스레인지,3년 사용했습니다. 상태 보통그리고 배터리 효율 낮음. 추가 액세서리 포함.,133400,78706,0.41
SK매직 뉴에코 GRA-841SR (GRA-841R),가스레인지,거의 사용하지 않음. 상태 최상하지만 배터리 효율 낮음. 충전기 없음.,144000,125280,0.13
린나이 RBR-S3000,가스레인지,4년 사용했습니다. 상태 최상이며 고장 없음. 박스 및 구성품 있음.,218950,142317,0.35
하츠 GC-3605SDBH,가스레인지,1년 사용했습니다. 외관 심한 흠집그리고 화면 금 갔음. 충전기 없음.,135000,83700,0.38
린나이 RBR-S3603DIJ,가스레인지,4년 사용했습니다. 생활흔적 있음그리고 액정 파손. 충전기 없음.,156710,50147,0.68
SK매직 GRA-B3FDD,가스레인지,2년 사용했습니다. 상태 최상이며 작동 이상 없음. 충전기 없음.,126000,103320,0.18
린나이 RBR-S4000,가스레인지,4년 사용했습니다. 외관 약간 흠집이며 작동 이상 없음. 충전기 없음.,260460,138043,0.47
SK매직 GRA-B3216D,가스레인지,6개월 사용했습니다. 외관 약간 흠집이며 고장 없음. 충전기 없음.,113920,100249,0.12
SK매직 GRA-B322K,가스레인지,3년 사용했습니다. 사용감 있음그리고 생활 기스 있음. 박스 및 구성품 있음.,174080,104448,0.4
린나이 RBR-P4400,가스레인지,2년 사용했습니다. 상태 보통이며 고장 없음. 정품 인증서 포함.,436700,340626,0.22
린나이 RT-5102,가스레인지,2년 사용했습니다. 사용감 있음이며 작동 이상 없음. 충전기 없음.,250380,180273,0.28
린나이 INBS301DJ,가스레인지,6개월 사용했습니다. 외관 심한 흠집그리고 화면 금 갔음. 정품 인증서 포함.,167350,118818,0.29
SK매직 GRAB221K,가스레인지,3년 사용했습니다. 사용감 있음이며 고장 없음.,85440,55536,0.35
린나이 RBR-S3307DJ,가스레인지,6개월 사용했습니다. 상태 보통그리고 배터리 효율 낮음. 충전기 없음.,158790,125444,0.21
린나이 RBR-S3001D,가스레인지,거의 사용하지 않음. 상태 양호하지만 배터리 효율 낮음. 정품 인증서 포함.,213600,183696,0.14
린나이 CTA22NJ,가스레인지,6개월 사용했습니다. 상태 최상하지만 배터리 효율 낮음. 박스 및 구성품 있음.,138600,124740,0.1
린나이 RT-1620I,가스레인지,5년 사용했습니다. 사용감 있음그리고 배터리 효율 낮음. 박스 및 구성품 있음.,189730,66405,0.65
매직쉐프 MMW-W23FDHW,가스레인지,2년 사용했습니다. 사용감 있음이며 고장 없음. 추가 액세서리 포함.,119960,92369,0.23
린나이 RT-1080IJ,가스레인지,1년 사용했습니다. 상태 보통이며 작동 이상 없음. 추가 액세서리 포함.,128060,113973,0.11
린나이 INCP2032WJ,가스레인지,거의 사용하지 않음. 외관 심한 흠집그리고 액정 파손. 추가 액세서리 포함.,143060,95850,0.33
SK매직 GRA-B3218D,가스레인지,4년 사용했습니다. 상태 양호이며 작동 이상 없음. 박스 없음.,147990,85834,0.42
린나이 RT-6520I,가스레인지,거의 사용하지 않음. 생활흔적 있음그리고 화면 금 갔음. 박스 및 구성품 있음.,188810,141607,0.25
린나이 CPBC611DJ,가스레인지,3년 사용했습니다. 상태 양호하지만 배터리 효율 낮음. 추가 액세서리 포함.,176080,109169,0.38
SK매직 GRA-BA301D,가스레인지,1개월 사용했습니다. 생활흔적 있음그리고 배터리 효율 낮음. 정품 인증서 포함.,229020,192376,0.16
린나이 RBR-PF3000,가스레인지,거의 사용하지 않음. 상태 보통그리고 생활 기스 있음. 박스 없음.,294960,250716,0.15
SK매직 뉴에코 GRA-851SR,가스레인지,거의 사용하지 않음. 생활흔적 있음이며 고장 없음. 충전기 없음.,128820,112073,0.13
린나이 RBR-S6201D,가스레인지,3년 사용했습니다. 사용감 있음그리고 생활 기스 있음. 충전기 없음.,180000,102600,0.43
린나이 RBR-P3511WD,가스레인지,6개월 사용했습니다. 외관 약간 흠집그리고 화면 금 갔음. 박스 및 구성품 있음.,241400,183464,0.24
린나이 RBR-P2501D,가스레인지,5년 사용했습니다. 생활흔적 있음그리고 화면 금 갔음.,210750,63225,0.7
SK매직 뉴에코 GRA-910SR,가스레인지,3년 사용했습니다. 상태 양호하지만 배터리 효율 낮음. 박스 없음.,171700,99586,0.42
SK매직 GRA-F2NRH,가스레인지,1개월 사용했습니다. 생활흔적 있음그리고 화면 금 갔음.,116450,90831,0.22
린나이 GTA24SJ,가스레인지,1년 사용했습니다. 상태 최상하지만 생활 기스 있음. 박스 없음.,133400,117392,0.12
SK매직 뉴에코 GRA-841SR (GRA-841R),가스레인지,1개월 사용했습니다. 상태 보통그리고 화면 금 갔음. 박스 없음.,144000,112320,0.22
린나이 RBR-S3000,가스레인지,4년 사용했습니다. 외관 약간 흠집이며 고장 없음. 충전기 없음.,218950,116043,0.47
하츠 GC-3605SDBH,가스레인지,4년 사용했습니다. 외관 약간 흠집그리고 생활 기스 있음. 정품 인증서 포함.,135000,70200,0.48
린나이 RBR-S3603DIJ,가스레인지,거의 사용하지 않음. 사용감 있음그리고 화면 금 갔음. 충전기 없음.,156710,112831,0.28
SK매직 GRA-B3FDD,가스레인지,4년 사용했습니다. 상태 보통그리고 생활 기스 있음. 충전기 없음.,126000,61740,0.51
린나이 RBR-S4000,가스레인지,5년 사용했습니다. 상태 최상하지만 액정 파손. 추가 액세서리 포함.,260460,96370,0.63
SK매직 GRA-B3216D,가스레인지,3년 사용했습니다. 상태 양호하지만 배터리 효율 낮음. 박스 및 구성품 있음.,113920,68352,0.4
SK매직 GRA-B322K,가스레인지,1개월 사용했습니다. 상태 최상이며 고장 없음. 충전기 없음.,174080,156672,0.1
린나이 RBR-P4400,가스레인지,2년 사용했습니다. 상태 양호하지만 생활 기스 있음. 충전기 없음.,436700,314424,0.28
린나이 RT-5102,가스레인지,5년 사용했습니다. 상태 최상이며 고장 없음. 충전기 없음.,250380,130197,0.48
린나이 INBS301DJ,가스레인지,5년 사용했습니다. 사용감 있음그리고 생활 기스 있음. 박스 및 구성품 있음.,167350,66940,0.6
SK매직 GRAB221K,가스레인지,3년 사용했습니다. 상태 최상이며 고장 없음. 박스 및 구성품 있음.,85440,64080,0.25
린나이 RBR-S3307DJ,가스레인지,4년 사용했습니다. 상태 양호하지만 화면 금 갔음. 충전기 없음.,158790,66691,0.58
린나이 RBR-S3001D,가스레인지,1년 사용했습니다. 생활흔적 있음그리고 배터리 효율 낮음. 추가 액세서리 포함.,213600,164472,0.23
린나이 CTA22NJ,가스레인지,2년 사용했습니다. 상태 보통그리고 액정 파손. 정품 인증서 포함.,138600,80388,0.42
린나이 RT-1620I,가스레인지,6개월 사용했습니다. 상태 최상하지만 생활 기스 있음.,189730,170757,0.1
매직쉐프 MMW-W23FDHW,가스레인지,1개월 사용했습니다. 사용감 있음이며 작동 이상 없음. 박스 없음.,119960,107964,0.1
린나이 RT-1080IJ,가스레인지,4년 사용했습니다. 생활흔적 있음그리고 화면 금 갔음. 충전기 없음.,128060,47382,0.63
린나이 INCP2032WJ,가스레인지,5년 사용했습니다. 사용감 있음이며 작동 이상 없음. 추가 액세서리 포함.,143060,67238,0.53
SK매직 GRA-B3218D,가스레인지,2년 사용했습니다. 생활흔적 있음이며 고장 없음.,147990,110992,0.25
린나이 RT-6520I,가스레인지,4년 사용했습니다. 상태 양호하지만 배터리 효율 낮음. 충전기 없음.,188810,88740,0.53
린나이 CPBC611DJ,가스레인지,1개월 사용했습니다. 외관 심한 흠집그리고 생활 기스 있음. 충전기 없음.,176080,140864,0.2
SK매직 GRA-BA301D,가스레인지,5년 사용했습니다. 사용감 있음그리고 배터리 효율 낮음. 박스 없음.,229020,75576,0.67
린나이 RBR-PF3000,가스레인지,5년 사용했습니다. 생활흔적 있음그리고 생활 기스 있음. 박스 및 구성품 있음.,294960,117984,0.6
SK매직 뉴에코 GRA-851SR,가스레인지,2년 사용했습니다. 상태 최상하지만 액정 파손. 정품 인증서 포함.,128820,85021,0.34
린나이 RBR-S6201D,가스레인지,2년 사용했습니다. 외관 심한 흠집그리고 화면 금 갔음.,180000,99000,0.45
린나이 RBR-P3511WD,가스레인지,2년 사용했습니다. 상태 양호하지만 배터리 효율 낮음. 박스 및 구성품 있음.,241400,168980,0.3
린나이 RBR-P2501D,가스레인지,1개월 사용했습니다. 생활흔적 있음그리고 화면 금 갔음.,210750,164385,0.22
SK매직 뉴에코 GRA-910SR,가스레인지,1년 사용했습니다. 상태 보통이며 고장 없음. 박스 및 구성품 있음.,171700,149379,0.13
SK매직 GRA-F2NRH,가스레인지,거의 사용하지 않음. 외관 심한 흠집그리고 액정 파손. 충전기 없음.,116450,72199,0.38
린나이 GTA24SJ,가스레인지,2년 사용했습니다. 상태 보통그리고 화면 금 갔음. 충전기 없음.,133400,78706,0.41
SK매직 뉴에코 GRA-841SR (GRA-841R),가스레인지,2년 사용했습니다. 생활흔적 있음이며 고장 없음. 추가 액세서리 포함.,144000,110880,0.23
린나이 RBR-S3000,가스레인지,3년 사용했습니다. 생활흔적 있음그리고 액정 파손. 정품 인증서 포함.,218950,100716,0.54
하츠 GC-3605SDBH,가스레인지,거의 사용하지 않음. 사용감 있음그리고 배터리 효율 낮음. 정품 인증서 포함.,135000,109350,0.19
린나이 RBR-S3603DIJ,가스레인지,2년 사용했습니다. 외관 심한 흠집그리고 액정 파손. 박스 및 구성품 있음.,156710,78355,0.5
SK매직 GRA-B3FDD,가스레인지,거의 사용하지 않음. 상태 양호이며 작동 이상 없음. 정품 인증서 포함.,126000,113400,0.1
린나이 RBR-S4000,가스레인지,6개월 사용했습니다. 외관 약간 흠집그리고 화면 금 갔음. 박스 및 구성품 있음.,260460,197949,0.24
SK매직 GRA-B3216D,가스레인지,5년 사용했습니다. 상태 보통그리고 배터리 효율 낮음. 충전기 없음.,113920,38732,0.66
SK매직 GRA-B322K,가스레인지,5년 사용했습니다. 외관 약간 흠집그리고 배터리 효율 낮음. 충전기 없음.,174080,57446,0.67
린나이 RBR-P4400,가스레인지,3년 사용했습니다. 사용감 있음이며 고장 없음. 정품 인증서 포함.,436700,288221,0.34
린나이 RT-5102,가스레인지,4년 사용했습니다. 외관 심한 흠집그리고 화면 금 갔음. 박스 및 구성품 있음.,250380,87633,0.65
린나이 INBS301DJ,가스레인지,거의 사용하지 않음. 상태 최상이며 고장 없음. 박스 없음.,167350,150615,0.1
SK매직 GRAB221K,가스레인지,3년 사용했습니다. 상태 양호하지만 화면 금 갔음.,85440,46992,0.45
린나이 RBR-S3307DJ,가스레인지,거의 사용하지 않음. 사용감 있음이며 작동 이상 없음. 박스 및 구성품 있음.,158790,142911,0.1
린나이 RBR-S3001D,가스레인지,5년 사용했습니다. 상태 보통그리고 생활 기스 있음. 충전기 없음.,213600,83304,0.61
린나이 CTA22NJ,가스레인지,1개월 사용했습니다. 외관 약간 흠집그리고 배터리 효율 낮음. 추가 액세서리 포함.,138600,119196,0.14
린나이 RT-1620I,가스레인지,3년 사용했습니다. 외관 약간 흠집그리고 생활 기스 있음. 충전기 없음.,189730,110043,0.42
매직쉐프 MMW-W23FDHW,가스레인지,2년 사용했습니다. 상태 보통이며 작동 이상 없음.,119960,92369,0.23
린나이 RT-1080IJ,가스레인지,1년 사용했습니다. 상태 최상하지만 생활 기스 있음.,128060,115254,0.1
린나이 INCP2032WJ,가스레인지,4년 사용했습니다. 상태 최상이며 고장 없음. 박스 및 구성품 있음.,143060,92989,0.35
SK매직 GRA-B3218D,가스레인지,6개월 사용했습니다. 상태 양호하지만 화면 금 갔음. 충전기 없음.,147990,113952,0.23
린나이 RT-6520I,가스레인지,1년 사용했습니다. 사용감 있음이며 고장 없음. 충전기 없음.,188810,154824,0.18
린나이 CPBC611DJ,가스레인지,3년 사용했습니다. 외관 심한 흠집그리고 액정 파손. 박스 없음.,176080,66910,0.62
